rebalance_date,ticker,call_put_imbalance,net_delta,iv_skew,sharpe_z,qmj_z,alpha
2025-11-24,DAL,1.8725691020585635,1.3245376592126716,-1.892474355252979,1.3245376592126716,1.3312548993869007,1.424272243418129
2025-11-24,GD,-0.7618541981869869,-0.43532499519191625,0.6632922961528455,-0.43532499519191625,0.13124190849050532,-0.3883021193946281
2025-11-24,LNG,0.15022571233199494,-1.0179436276865892,0.054777309705529395,-1.0179436276865892,-1.2928202885459905,-0.8810487707028051
2025-12-09,CEG,-1.4980111843677744,0.34563042491482193,1.0998784125284948,0.34563042491482193,-0.1462596343785956,-0.12319766690121324
2025-12-09,CIEN,1.6408423198443423,0.4856867299977599,-1.8752318269828867,0.4856867299977599,0.8455487713554,0.7696249570910104
2025-12-09,DAL,0.11115814233443519,1.3091092779762228,0.039439375793668345,1.3091092779762228,1.1753514212805503,1.296628099136067
2025-12-09,GD,-0.02955859914562462,-0.504453439379388,0.3947233434360556,-0.504453439379388,-0.18729833952528088,-0.3298411630022604
2025-12-09,LNG,-0.2244306786653745,-1.6359729935094165,0.341190695224668,-1.6359729935094165,-1.6873422187320732,-1.6132142263236038
2025-12-23,CEG,-0.38722925100328726,-0.12251199653083404,0.06510466245565052,-0.12251199653083404,-0.2561452890538551,-0.299816854702003
2025-12-23,CIEN,1.421127129430508,0.7849835950407026,-1.475406009621221,0.7849835950407026,0.9235680114411766,1.0388507346698657
2025-12-23,DAL,-1.6248798701765632,0.8889846285091366,1.6683435197650331,0.8889846285091366,0.7202722847641775,0.5845724186874011
2025-12-23,GD,0.3837710597991568,0.31399425579367285,-0.09529047454856701,0.31399425579367285,0.44627767343379693,0.4812644941437632
2025-12-23,LNG,0.2072109319501845,-1.865450482812678,-0.1627516980508958,-1.865450482812678,-1.833972680585296,-1.804870792799027
2026-01-08,CEG,0.006221422203681688,-1.7980793033352496,-0.06497837413030882,-1.7980793033352496,-1.8833869700665777,-1.7523137547745036
2026-01-08,CIEN,1.3119871669844252,0.30553169703476607,-1.6939572947875354,0.30553169703476607,-0.03922827236990184,0.32742623921565067
2026-01-08,DAL,-1.6222266091890707,-0.26875704770176123,1.4119007620688213,-0.26875704770176123,0.48450001102969825,-0.38562609597443215
2026-01-08,GD,0.7001049494901952,0.7221691918886931,-0.01701616449513773,0.7221691918886931,1.0211227523382242,1.0365985509032245
2026-01-08,LNG,-0.3960869294892296,1.0391354621135513,0.36405107134416054,1.0391354621135513,0.41699247906855763,0.7739150606300605
2026-01-23,CEG,-0.10024537852468943,-1.5816752334376134,-0.2794389006299021,-1.5816752334376134,-1.7746593109711943,-1.4393228657790103
2026-01-23,CIEN,-0.4236357558690694,-0.17353163918616288,-0.7830868528697381,-0.17353163918616288,-0.09135655334135076,-0.4341188127669221
2026-01-23,DAL,-1.5424610247232766,-0.39515060196987706,1.8848458451731036,-0.39515060196987706,-0.05195700219407433,-0.3973895314777243
2026-01-23,GD,1.4181468179960723,1.0788931432978588,-0.8682923325033394,1.0788931432978588,0.9696827349513416,1.1780472394556099
2026-01-23,LNG,0.6481953411209617,1.071464331295795,0.04597224082987575,1.071464331295795,0.9482901315552776,1.092783970568047
2026-02-06,CEG,0.0021433615839418435,-1.802674868670792,-0.7711227891038818,-1.802674868670792,-1.9325743606391348,-1.7508646242451997
2026-02-06,CIEN,-1.5945884858293786,0.7491684438321927,1.864385176797219,0.7491684438321927,0.637337681315471,0.451653572206961
2026-02-06,DAL,0.5278073208422368,0.5066802544835798,-0.9020804233897975,0.5066802544835798,0.46612939895721234,0.4240539706502751
2026-02-06,GD,-0.3654493235963437,-0.35223683692457053,0.12510472993033703,-0.35223683692457053,0.02856726553697017,-0.32652563731559897
2026-02-06,LNG,1.430087126999542,0.8990630072795902,-0.3162866942338767,0.8990630072795902,0.8005400148294811,1.2016827187035626
